iter	RMSE
184	0.1580022562
185	0.1574478408
186	0.157034811
187	0.1565918909
188	0.1560494835
189	0.1555098396
190	0.1548126801
191	0.154377189
192	0.1538441327
193	0.1534358609
194	0.1531185118
195	0.1527775478
196	0.1521956921
197	0.1517647509
198	0.1511609405
199	0.1508584521
200	0.1504626544
201	0.1500426667
202	0.1495488773
203	0.1492193927
204	0.1488441105
205	0.1485789599
206	0.1482191834
207	0.1478560072
208	0.1474826265
209	0.1472356539
210	0.1469592443
211	0.1464990416
212	0.1463085575
213	0.145697991
214	0.1453964125
215	0.1451120914
216	0.1446313936
217	0.1444365045
218	0.1442036969
219	0.1439526174
220	0.1435158474
221	0.1434030028
222	0.1429358213
223	0.1427342378
224	0.1425205403
225	0.1423892429
226	0.1419911388
227	0.1416605197
228	0.1415080818
229	0.1409796426
230	0.1404870627
231	0.1401507381
232	0.1397939384
233	0.1396359355
234	0.1392617445
235	0.1388923021
236	0.1386448399
237	0.1383346023
238	0.1381101787
239	0.1378762635
240	0.1376447035
241	0.1375621406
242	0.137331057
243	0.1370970016
244	0.1367877871
245	0.1365010105
246	0.1362175334
247	0.1359619506
248	0.1356990428
249	0.135546549
250	0.1353823678
251	0.1353018052
252	0.1350888907
253	0.1349708636
254	0.1347653878
255	0.1346168369
256	0.1343418531
257	0.1341445343
258	0.1340331826
259	0.1337942716
260	0.1335365259
261	0.1333595104
262	0.1331591225
263	0.1326682164
264	0.1322917192
265	0.1319974549
266	0.1316979736
267	0.1316001735
268	0.1313302988
269	0.1312248286
270	0.1311991566
271	0.1309721863
272	0.1307179986
273	0.1306080259
274	0.1304138334
275	0.130214224
276	0.1300891808
277	0.1298299954
278	0.1296106045
279	0.1294474954
280	0.1294474726
281	0.1292395457
282	0.1290562593
283	0.1289862687
284	0.1287288516
285	0.1285761322
286	0.1284013528
287	0.128281465
288	0.1282814464
289	0.1281165352
290	0.1277349982
291	0.1274973687
292	0.127223814
293	0.1271375451
294	0.1271375311
295	0.1269927142
296	0.1269115923
297	0.1268267279
298	0.1267327226
299	0.1266177986
300	0.1265275743
301	0.1262744078
302	0.1260257026
303	0.1259764413
304	0.1257255954
305	0.1254668151
306	0.1253156266
307	0.1251276175
308	0.1249902746
309	0.1248334874
310	0.1246744278
311	0.1245756133
312	0.1245756007
313	0.1244490881
314	0.1243447047
315	0.1242585464
316	0.1241387481
317	0.1241387367
318	0.1240112697
319	0.1239343215
320	0.1237258615
321	0.123508051
322	0.1232775202
323	0.1231884749
324	0.1230973406
325	0.1229643717
326	0.122772858
327	0.12260469
328	0.1224823338
329	0.1223860953
330	0.1222804418
331	0.1221638767
332	0.121858433
333	0.1217642875
334	0.1216316344
335	0.1215280138
336	0.1214263723
337	0.1213129301
338	0.1210394349
339	0.1209438719
340	0.1208303078
341	0.1206093929
342	0.1204267237
343	0.120310891
344	0.1202303479
345	0.1200973049
346	0.1200272673
347	0.1198613061
348	0.1197183123
349	0.1195482293
350	0.1194871969
351	0.1193011153
352	0.1192241017
353	0.1190485386
354	0.1189361414
355	0.1188447648
356	0.1187044695
357	0.1185641823
358	0.1184190629
359	0.1183310608
360	0.1181428454
361	0.1180340758
362	0.1179282141
363	0.1178757643
364	0.1177437417
365	0.1176835598
366	0.1175942593
367	0.1174643327
368	0.1173720362
369	0.1173706907
370	0.117148887
371	0.1170873906
372	0.1169114986
373	0.1167999861
374	0.1167301591
375	0.1166542259
376	0.1165754994
377	0.1165282716
378	0.1164467649
379	0.1163307322
380	0.1162466714
381	0.1161279581
382	0.1158961087
383	0.1158100899
384	0.1157127426
385	0.1156117913
386	0.1154747543
387	0.1154166432
388	0.1152343484
389	0.1151773314
390	0.1150854671
391	0.1150030611
392	0.1148763139
393	0.1147646468
394	0.114649142
395	0.1144730545
396	0.1143349862
397	0.1141882325
398	0.1140956917
399	0.1140177964
400	0.1139759101
401	0.113840162
402	0.1136574137
403	0.1135462382
404	0.1135462317
405	0.1134635517
406	0.1133795939
407	0.1132836193
408	0.1131677378
409	0.113085311
410	0.1129751521
411	0.1127806145
412	0.1126926094
413	0.1125891716
414	0.1124966476
415	0.1123871833
416	0.1122875297
417	0.1122071572
418	0.112088055
419	0.111942734
420	0.1118337787
421	0.1117365799
422	0.1116402336
423	0.1114899998
424	0.1113164974
425	0.1112131453
426	0.1111129378
427	0.1110552312
428	0.1108943398
429	0.1107511936
430	0.1106546737
431	0.110591475
432	0.1105363871
433	0.1104722844
434	0.110379562
435	0.1102845731
436	0.1102459266
437	0.1101325873
438	0.1100814613
439	0.1099829938
440	0.1098609705
441	0.1097128501
442	0.1096234544
443	0.1095126738
444	0.1094246702
445	0.1093103725
446	0.1092177835
447	0.1091277222
448	0.1091075172
449	0.1090724486
450	0.1090129625
451	0.1089338809
452	0.1088655054
453	0.1086877224
454	0.1086185321
455	0.1086185251
456	0.1085607946
457	0.1085009173
458	0.108397376
459	0.1083887536
460	0.1082989985
461	0.1082619504
462	0.1081551359
463	0.1080880179
464	0.1079668832
465	0.1078882043
466	0.1077389532
467	0.1075995814
468	0.1075212488
469	0.1074783471
470	0.1073901715
471	0.1072900381
472	0.1072001537
473	0.1070708311
474	0.1070400895
475	0.1069772771
476	0.1068951365
477	0.1068611683
478	0.1067465138
479	0.1067025504
480	0.1066689405
481	0.1065891177
482	0.106477996
483	0.1064056207
484	0.1062636653
485	0.1061627255
486	0.1060753656
487	0.1060138201
488	0.1059639627
489	0.1058783567
490	0.1057977918
491	0.1057694418
492	0.1056784419
493	0.1056329317
494	0.1055674399
495	0.1055333326
496	0.1054776767
497	0.1053884229
498	0.1052798917
499	0.1052227548
500	0.1051657568
501	0.1050910436
502	0.1049479633
503	0.1047189645
504	0.1046159949
505	0.104532782
506	0.1045033755
507	0.1043977428
508	0.1043552142
509	0.1042049042
510	0.104178603
511	0.1040950569
512	0.104041589
513	0.1039827184
514	0.1039134159
515	0.1038713304
516	0.1038018286
517	0.1037840881
518	0.1037019222
519	0.1036171135
520	0.103531269
521	0.1035137231
522	0.1034782087
523	0.1032880557
524	0.1032803265
525	0.1032720198
526	0.1031898412
527	0.1030206915
528	0.1029258337
529	0.1029058865
530	0.1027973281
531	0.1027435381
532	0.1027360025
533	0.1026717077
534	0.1025950251
535	0.1025259697
536	0.1024541823
537	0.1023657421
538	0.1022772123
539	0.1022213669
540	0.1021242167
541	0.1020136708
542	0.1018962865
543	0.1018026704
544	0.1017407091
545	0.1016263847
546	0.1015098939
547	0.1015001389
548	0.1014846124
549	0.1013781664
550	0.1012508741
551	0.1011551954
552	0.1010506225
553	0.1009378227
554	0.1008694389
555	0.1007817684
556	0.1006605864
557	0.1005532786
558	0.1004380629
559	0.100418168
560	0.1003263453
561	0.10022565
562	0.1001643339
563	0.1000585662
564	0.09998662808
565	0.09988021331
566	0.09983644079
567	0.09976119289
568	0.0997271813
569	0.09961614261
570	0.09954132816
571	0.09949672238
572	0.09944528952
573	0.0994317092
574	0.09936524875
575	0.09932953512
576	0.09926412433
577	0.09922847378
578	0.09921113039
579	0.09908410213
580	0.09897570713
581	0.0989149944
582	0.09885749458
583	0.09881569387
584	0.09874328878
585	0.09862393926
586	0.09857043572
587	0.09848547124
588	0.09844650485
589	0.09838304576
590	0.09832783601
591	0.09828633076
592	0.09826283559
593	0.09822816266
594	0.09821061327
595	0.09812169499
596	0.09810045043
597	0.09804954311
598	0.09797664069
599	0.09788923343
600	0.09782824406
601	0.09779374601
602	0.09771230603
603	0.0976673592
604	0.09761989288
605	0.09758074616
606	0.09752021859
607	0.09740861371
608	0.097391906
609	0.09728445342
610	0.09717027956
611	0.09710650811
612	0.09703627992
613	0.09699477078
614	0.0969282491
615	0.09688226891
616	0.09680389401
617	0.09675306238
618	0.09668232762
619	0.09663501587
620	0.09660280799
621	0.09654698402
622	0.09650665712
623	0.0964278946
624	0.09632619728
625	0.09631199199
626	0.09630137222
627	0.09624418699
628	0.09621121894
629	0.09617558862
630	0.0961186209
631	0.09607956985
632	0.09606971688
633	0.0960306661
634	0.09601728508
635	0.09597884452
636	0.09593195673
637	0.09589483428
638	0.0958390069
639	0.09574403332
640	0.09573153681
641	0.09568061039
642	0.09558544047
643	0.0955544678
644	0.09554034718
645	0.09547371801
646	0.09541705943
647	0.09536108363
648	0.09528698145
649	0.09523703242
650	0.09517090135
651	0.09514036971
652	0.09502716864
653	0.0949385652
654	0.09491190387
655	0.09481257731
656	0.09475899725
657	0.09467569505
658	0.09458791911
659	0.09456454353
660	0.09454994611
661	0.0945368466
662	0.09444828831
663	0.09431054483
664	0.09421693648
665	0.09416126527
666	0.09408137951
667	0.09404714984
668	0.09398710038
669	0.0939189319
670	0.09385341031
671	0.09383753914
672	0.09381214546
673	0.09373501231
674	0.09369408146
675	0.09362817054
676	0.09355311651
677	0.09348224723
678	0.0934370267
679	0.09334723016
680	0.09331975803
681	0.09322930681
682	0.09318990595
683	0.09314356844
684	0.09307767206
685	0.09304608248
686	0.09297005276
687	0.09292061571
688	0.09284890945
689	0.09277831613
690	0.09276729692
691	0.09271460236
692	0.09265994366
693	0.0926483974
694	0.0926018761
695	0.09255653124
696	0.09248702626
697	0.09238868311
698	0.09233050476
699	0.09228799527
700	0.09225022097
701	0.09216279999
702	0.09213487087
703	0.09208105392
704	0.0920423347
705	0.0919417894
706	0.09189999379
707	0.09184236058
708	0.09183190499
709	0.0918039813
710	0.09178369852
711	0.09174090562
712	0.09169625971
713	0.09162620143
714	0.09148005469
715	0.09140905392
716	0.09136204996
717	0.09127407036
718	0.0912658863
719	0.09125190351
720	0.09120168366
721	0.09111945966
722	0.09100939167
723	0.09095986941
724	0.09092598142
725	0.09088376351
726	0.09085197425
727	0.09076840737
728	0.09074180103
729	0.09070867425
730	0.09063859062
731	0.09061761202
732	0.09052625621
733	0.09045026423
734	0.09038366945
735	0.09028794248
736	0.09022881883
737	0.09021423058
738	0.09015988486
739	0.09005921568
740	0.09000742449
741	0.08990238063
742	0.08983323321
743	0.08980673354
744	0.08974154498
745	0.08965076083
746	0.08958161204
747	0.08948051498
748	0.08940235135
749	0.08934251239
750	0.08932030011
751	0.08928790564
752	0.08924178738
753	0.08923105805
754	0.08916883485
755	0.08914634838
756	0.08911357617
757	0.0890896127
758	0.08907599695
759	0.08903153292
760	0.08902311025
761	0.08893242703
762	0.08891721986
763	0.0889096862
764	0.08889510546
765	0.08884369001
766	0.08878538618
767	0.08873516065
768	0.08868589992
769	0.08867973233
770	0.08859165467
771	0.08856858894
772	0.08849824917
773	0.08845789395
774	0.08845108697
775	0.08842816763
776	0.08838759322
777	0.08836997204
778	0.08836149651
779	0.08833033252
780	0.08823933467
781	0.08822467606
782	0.08818513774
783	0.08816486509
784	0.08813605279
785	0.0880586643
786	0.08802838251
787	0.08802078056
788	0.08800788706
789	0.08790553795
790	0.0878317821
791	0.08780242524
792	0.08778156552
793	0.08773415478
794	0.08770241804
795	0.08764814946
796	0.08763439071
797	0.08760712525
798	0.08760110933
799	0.08757890898
800	0.08751666468
801	0.08749596534
802	0.08744929108
803	0.08743601829
804	0.08736501604
805	0.08730241572
806	0.08724181903
807	0.0872324656
808	0.08721871196
809	0.08715276343
810	0.08711430436
811	0.08709547695
812	0.0870873474
813	0.08703106342
814	0.08695793981
815	0.08695069876
816	0.08693118861
817	0.0868658686
818	0.08684862311
819	0.08680261246
820	0.08678348282
821	0.08676675179
822	0.08670527604
823	0.08669283617
824	0.0866567364
825	0.08662016442
826	0.0866117716
827	0.08656622139
828	0.08655217224
829	0.08652385539
830	0.08649878309
831	0.0864015814
832	0.0863680214
833	0.08632168282
834	0.08629716752
835	0.0862192365
836	0.08617890412
837	0.08611578313
838	0.08608802366
839	0.08607243532
840	0.08605263639
841	0.08597261275
842	0.08593373961
843	0.08589938811
844	0.08586098688
845	0.08583538348
846	0.08582378421
847	0.08567913435
848	0.08565847554
849	0.08560864417
850	0.08559587949
851	0.08553862989
852	0.08547320231
853	0.08541685478
854	0.08531101329
855	0.08526091842
856	0.08522686729
857	0.0852067208
858	0.08518418947
859	0.08518011776
860	0.0851334974
861	0.08512268931
862	0.08510234634
863	0.0850837456
864	0.08506770491
865	0.08502728193
866	0.08490651894
867	0.08488863219
868	0.08486427403
869	0.08485799278
870	0.08482732557
871	0.08478524955
872	0.08476862188
873	0.08471098764
874	0.08461355068
875	0.08459492658
876	0.0845837498
877	0.0845179048
878	0.08450025491
879	0.08441587758
880	0.08438381602
881	0.08434961079
882	0.08428266678
883	0.08418925789
884	0.08405672554
885	0.0840508463
886	0.08398971258
887	0.08395431798
888	0.08391009134
889	0.08385840851
890	0.08382275349
891	0.08374154244
892	0.08372943293
893	0.0837166495
894	0.08363974004
895	0.08358544991
896	0.08349645303
897	0.08344654572
898	0.0834306283
899	0.0834089538
900	0.08334848667
901	0.08326760756
902	0.08321066547
903	0.08320396911
904	0.08319918739
905	0.0831919964
906	0.08317866657
907	0.08314855131
908	0.08305563109
909	0.08292497132
910	0.0828713543
911	0.08283698258
912	0.08279942871
913	0.08274264283
914	0.08267544748
915	0.08264244069
916	0.08261103916
917	0.08257882716
918	0.08252456168
919	0.08247707081
920	0.08243769671
921	0.08240138054
922	0.08236624306
923	0.08227083452
924	0.08225672211
925	0.08219634051
926	0.08206139963
927	0.08198572314
928	0.08193666093
929	0.08191199316
930	0.08190737541
931	0.08183815609
932	0.08183503363
933	0.08180589438
934	0.08177732907
935	0.08176125691
936	0.0816472605
937	0.08163324964
938	0.08159563535
939	0.0815624467
940	0.0815014026
941	0.08149482871
942	0.08144806782
943	0.08141319015
944	0.0814020904
945	0.08134509375
946	0.08132138368
947	0.08129971377
948	0.08121481491
949	0.08119438322
950	0.0811444383
951	0.08107122775
952	0.08103945776
953	0.08100383856
954	0.080946005
955	0.08093185425
956	0.08082484253
957	0.0807624114
958	0.0807219638
959	0.08070027726
960	0.08067699176
961	0.08066878384
962	0.08061188298
963	0.08050723923
964	0.08046901642
965	0.08040776374
966	0.08038952401
967	0.0803599643
968	0.08033751475
969	0.08022560581
970	0.08013845255
971	0.0801142588
972	0.08008394686
973	0.08006217831
974	0.08003197028
975	0.07998659816
976	0.07998132822
977	0.07995821718
978	0.07992040923
979	0.0798776338
980	0.07986080461
981	0.07982662679
982	0.07972326356
983	0.0797056249
984	0.07967911971
985	0.0796524783
986	0.07963793829
987	0.0796059925
988	0.07952085665
989	0.0794992837
990	0.07945853979
991	0.07941290315
992	0.07929515221
993	0.07926745096
994	0.07924262891
995	0.07917459943
996	0.07913054184
997	0.07912273327
998	0.07909545753
999	0.07905863192
1000	0.07901494805
1001	0.07900573457
1002	0.0789489231
1003	0.07888325237
1004	0.0787891975
1005	0.07872343673
1006	0.0787009565
1007	0.07869825037
1008	0.07867737116
1009	0.07864046861
1010	0.07859046568
1011	0.07854776461
1012	0.07853873898
1013	0.07850326205
1014	0.07843823691
1015	0.07839302061
1016	0.07836502589
1017	0.07834662268
1018	0.07832273829
1019	0.07828743958
1020	0.07825997958
1021	0.07823549521
1022	0.07821449378
1023	0.07817527383
1024	0.07812959738
1025	0.07805870801
1026	0.07799932993
1027	0.07796570436
1028	0.07794155872
1029	0.07791762591
1030	0.07785301945
1031	0.07782624925
1032	0.07780095336
1033	0.07774007249
1034	0.07766139328
1035	0.07763830857
1036	0.07761292319
1037	0.07758538573
1038	0.07754481852
1039	0.07749664449
1040	0.07748124086
1041	0.07745813304
1042	0.07741869937
1043	0.07734988247
1044	0.07726131914
1045	0.07718535994
1046	0.07712192737
1047	0.07709197688
1048	0.07701586598
1049	0.07697902998
1050	0.07695193942
1051	0.07691773826
1052	0.0768668417
1053	0.0768272597
1054	0.07677465797
1055	0.07672901143
1056	0.07669369157
1057	0.07665773003
1058	0.07663708159
1059	0.07661897278
1060	0.07658454072
1061	0.07652533223
1062	0.07651903886
1063	0.07648885862
1064	0.07643209463
1065	0.07639919077
1066	0.0763892063
1067	0.07635768284
1068	0.07633204216
1069	0.07630140697
1070	0.07624694485
1071	0.07621124501
1072	0.07619746836
1073	0.07616661622
1074	0.07613704906
1075	0.07609107854
1076	0.07608319657
1077	0.07607979525
1078	0.07606931754
1079	0.07603895036
1080	0.0760094763
1081	0.07598084538
1082	0.07596882068
1083	0.0759548394
1084	0.0759269753
1085	0.07588472539
1086	0.07583127828
1087	0.07579498253
1088	0.07578068911
1089	0.0757029602
1090	0.07568072436
1091	0.07566697485
1092	0.07565856829
1093	0.07565113552
1094	0.07564412107
1095	0.07563687686
1096	0.07563354159
1097	0.07562668446
1098	0.07555459171
1099	0.07554324374
1100	0.07550693863
1101	0.07549821907
1102	0.07542517257
1103	0.07541319521
1104	0.07537024615
1105	0.07531849298
1106	0.07527385056
1107	0.07520486006
1108	0.07518429809
1109	0.0751795046
1110	0.07514215364
1111	0.07512255184
1112	0.07509771219
1113	0.07506545965
1114	0.07503139733
1115	0.07496557124
1116	0.07495271118
1117	0.07491044211
1118	0.07483937925
1119	0.07475278608
1120	0.07474366523
1121	0.07468656635
1122	0.07463160912
1123	0.07462433602
1124	0.07462120078
1125	0.07461900931
1126	0.07459183558
1127	0.0745816206
1128	0.07454888683
1129	0.0745446232
1130	0.07451712099
1131	0.07450650756
1132	0.07446838793
1133	0.07444842716
1134	0.07441777709
1135	0.07439226968
1136	0.074327859
1137	0.07430877736
1138	0.07425631445
1139	0.07419191629
1140	0.07414423321
1141	0.07413802969
1142	0.07407619997
1143	0.07407329107
1144	0.07405868584
1145	0.07402564342
1146	0.07395395367
1147	0.07393845848
1148	0.07388912025
1149	0.07386474363
1150	0.07381044392
1151	0.07378178849
1152	0.07369042582
1153	0.07365811626
1154	0.0736100425
1155	0.07357663414
1156	0.07356908913
1157	0.07353241127
1158	0.07353167161
1159	0.07348002749
1160	0.07346764301
1161	0.07346688233
1162	0.07341848572
1163	0.07340855026
1164	0.07337006429
1165	0.07336646809
1166	0.07333446253
1167	0.07332017303
1168	0.07329415399
1169	0.07329342216
1170	0.07325792383
1171	0.07321124551
1172	0.07320294124
1173	0.0731525951
1174	0.07308929781
1175	0.07305622074
1176	0.07303756295
1177	0.07303687821
1178	0.07301107664
1179	0.07297706748
1180	0.0729624578
1181	0.07292375714
1182	0.0729005887
1183	0.07289365946
1184	0.07285921419
1185	0.07284869525
1186	0.07284197296
1187	0.07280850487
1188	0.07280147367
1189	0.07274478299
1190	0.07272809549
1191	0.07263694426
1192	0.07258513022
1193	0.07254455508
1194	0.07252514341
1195	0.07251504169
1196	0.07248925982
1197	0.07246670245
1198	0.07244969055
1199	0.07243157856
1200	0.07239620471
1201	0.07237490154
1202	0.07233654121
1203	0.07232728987
1204	0.07230297302
1205	0.07229576454
1206	0.07228064034
1207	0.07224772114
1208	0.07223710279
1209	0.07223168529
1210	0.07219385195
1211	0.07218191073
1212	0.0721592436
1213	0.07214326756
1214	0.07213411298
1215	0.07212537359
1216	0.07209624323
1217	0.07205213379
1218	0.07203918214
1219	0.07202956354
1220	0.07200230413
1221	0.07199602763
1222	0.07196336566
1223	0.07195389275
1224	0.07194659223
1225	0.07193945599
1226	0.0719328267
1227	0.07191090449
1228	0.0718882656
1229	0.07186646114
1230	0.0718464981
1231	0.07182135255
1232	0.07179413108
1233	0.0717245107
1234	0.07165769488
1235	0.07163182483
1236	0.07161026233
1237	0.0715788178
1238	0.07151414597
1239	0.07150193667
1240	0.07149505499
1241	0.07149116059
1242	0.07147532856
1243	0.07146600513
1244	0.07140989546
1245	0.07139914923
1246	0.07139012348
1247	0.07138966262
1248	0.07137224613
1249	0.07133940897
1250	0.07132053401
1251	0.07127446235
1252	0.07126447512
1253	0.07126393919
1254	0.07125509575
1255	0.07122227924
1256	0.07119543703
1257	0.07117861289
1258	0.07114966994
1259	0.07114924561
1260	0.0711087361
1261	0.07107332418
1262	0.07104078376
1263	0.07100769287
1264	0.07098777955
1265	0.07098121861
1266	0.07095011391
1267	0.07094971654
1268	0.07092159219
1269	0.07088617563
1270	0.07086260167
1271	0.07080421347
1272	0.07078240473
1273	0.07078201526
1274	0.07078164046
1275	0.07074963563
1276	0.07072003821
1277	0.07069089088
1278	0.0706531486
1279	0.07063636152
1280	0.07059021967
1281	0.07057065533
1282	0.07053870046
1283	0.07050559113
1284	0.07049885844
1285	0.07046999574
1286	0.07045856481
1287	0.0704010572
1288	0.07035578956
1289	0.07034789124
1290	0.07029889763
1291	0.07029340836
1292	0.07028758897
1293	0.07027705007
1294	0.07027129742
1295	0.07026674457
1296	0.0702590809
1297	0.07024561846
1298	0.07023945702
1299	0.0702326597
1300	0.07020421993
1301	0.07018704956
1302	0.07017959967
1303	0.07014333707
1304	0.07011289925
1305	0.07005763146
1306	0.07004912783
1307	0.07003259475
1308	0.07002726319
1309	0.07002565846
1310	0.07000094685
1311	0.0699994013
1312	0.06997324473
1313	0.06991209333
1314	0.06990017598
1315	0.0698861258
1316	0.0698760365
1317	0.06983132256
1318	0.06980178061
1319	0.06976720798
1320	0.06974701979
1321	0.0697420832
1322	0.06971288768
1323	0.06969481343
1324	0.0696517139
1325	0.06961966815
1326	0.06958015557
1327	0.06955180993
1328	0.06953419981
1329	0.06948636234
1330	0.06948378348
1331	0.06947883849
1332	0.06947575738
1333	0.06945017
1334	0.06942469054
1335	0.06941796842
1336	0.06939409007
1337	0.06937003858
1338	0.06934816939
1339	0.06932638679
1340	0.06928737404
1341	0.0692848146
1342	0.06926370417
1343	0.06925287393
1344	0.0692222561
1345	0.06921725529
1346	0.06919164854
1347	0.0691758695
1348	0.06912651792
1349	0.06911227041
1350	0.06906727039
1351	0.06906222481
1352	0.06905588242
1353	0.06903294222
1354	0.06900240337
1355	0.06899702392
1356	0.06899583394
1357	0.06896185615
1358	0.06892847649
1359	0.06892250162
1360	0.06888446919
1361	0.06887996669
1362	0.06881732869
1363	0.06877674623
1364	0.06876925843
1365	0.06874241566
1366	0.06873521478
1367	0.06872990662
1368	0.06868876057
1369	0.06864736648
1370	0.06863327951
1371	0.06860400469
1372	0.0685939997
1373	0.06853370866
1374	0.06852976638
1375	0.06847119999
1376	0.06845440967
1377	0.06842608334
1378	0.06842480038
1379	0.06837886194
1380	0.06836248601
1381	0.06834631025
1382	0.06834500943
1383	0.06832670313
1384	0.06830094991
1385	0.06826290285
1386	0.06825150741
1387	0.06824405079
1388	0.06819976934
1389	0.06817189782
1390	0.06814961904
1391	0.06813104073
1392	0.0680808712
1393	0.06807464068
1394	0.06805703912
1395	0.06801907982
1396	0.06799045054
1397	0.06798237962
1398	0.06797938429
1399	0.06792902449
1400	0.06791837576
1401	0.06787487935
1402	0.06787177048
1403	0.06784545458
1404	0.06783163265
1405	0.06780480888
1406	0.06780362129
1407	0.06779925825
1408	0.0677670596
1409	0.06772015989
1410	0.06769264503
1411	0.06768474548
1412	0.06767668424
1413	0.06761973667
1414	0.0675912024
1415	0.0675396012
1416	0.06753289518
1417	0.067478706
1418	0.06745878862
1419	0.06744132679
1420	0.067407371
1421	0.06736803377
1422	0.06730520335
1423	0.06727658897
1424	0.06726897132
1425	0.06723492988
1426	0.06721814144
1427	0.06721490784
1428	0.06716893455
1429	0.06716223962
1430	0.06712136636
1431	0.06711749058
1432	0.06711433724
1433	0.06708092165
1434	0.06705069691
1435	0.06700871502
1436	0.06699034386
1437	0.06697284191
1438	0.06691808256
1439	0.06685676393
1440	0.06684706384
1441	0.06682924883
1442	0.06680789608
1443	0.06680111873
1444	0.06678723395
1445	0.06677756413
1446	0.06675789771
1447	0.06674231034
1448	0.06666509514
1449	0.06666283807
1450	0.06664716841
1451	0.06664657072
1452	0.06664250558
1453	0.06660410638
1454	0.06659330272
1455	0.06656338681
1456	0.06655375864
1457	0.066531718
1458	0.06649923803
1459	0.06648337174
1460	0.06647950352
1461	0.06646270905
1462	0.06645828902
1463	0.06640336062
1464	0.06638546392
1465	0.06633220385
1466	0.06629654973
1467	0.06627820783
1468	0.06626043098
1469	0.06625606651
1470	0.06620595384
1471	0.06616435168
1472	0.06613986608
1473	0.06610596735
1474	0.06608114396
1475	0.06606424116
1476	0.0660392253
1477	0.0660344117
1478	0.06603261872
1479	0.06599400131
1480	0.06597092498
1481	0.0659007078
1482	0.06589564228
1483	0.06589075532
1484	0.06588382756
1485	0.06587652777
1486	0.06586942682
1487	0.06586236124
1488	0.06582502922
1489	0.065810034
1490	0.06579404689
1491	0.06578499429
1492	0.06578104802
1493	0.06577104048
1494	0.06574859219
1495	0.06574016739
1496	0.06571703685
1497	0.06570893638
1498	0.06569678508
1499	0.06568952112
1500	0.06565732675
1501	0.06564171714
1502	0.06561221025
