iter	Passed	Remaining
1042	44139	125138
1043	44178	125086
1044	44222	125050
1045	44265	125009
1046	44305	124960
1047	44345	124911
1048	44383	124858
1049	44425	124814
1050	44466	124767
1051	44506	124720
1052	44547	124673
1053	44588	124626
1054	44631	124586
1055	44672	124540
1056	44712	124493
1057	44755	124452
1058	44795	124404
1059	44836	124357
1060	44879	124317
1061	44920	124272
1062	44959	124221
1063	45003	124182
1064	45056	124170
1065	45096	124121
1066	45139	124079
1067	45181	124036
1068	45223	123993
1069	45264	123948
1070	45306	123904
1071	45346	123856
1072	45390	123818
1073	45430	123770
1074	45471	123724
1075	45511	123676
1076	45553	123631
1077	45596	123593
1078	45635	123540
1079	45676	123495
1080	45723	123464
1081	45765	123423
1082	45806	123377
1083	45846	123327
1084	45885	123276
1085	45923	123224
1086	45965	123182
1087	46009	123141
1088	46049	123094
1089	46087	123040
1090	46127	122992
1091	46167	122945
1092	46212	122908
1093	46252	122860
1094	46293	122815
1095	46335	122772
1096	46377	122730
1097	46418	122682
1098	46459	122637
1099	46498	122587
1100	46539	122542
1101	46579	122494
1102	46620	122448
1103	46662	122403
1104	46705	122364
1105	46748	122322
1106	46788	122274
1107	46828	122228
1108	46870	122184
1109	46909	122133
1110	46950	122089
1111	46990	122040
1112	47032	121997
1113	47072	121949
1114	47114	121905
1115	47154	121858
1116	47196	121815
1117	47238	121771
1118	47279	121727
1119	47321	121684
1120	47362	121639
1121	47403	121592
1122	47444	121547
1123	47484	121500
1124	47526	121455
1125	47566	121407
1126	47607	121362
1127	47649	121321
1128	47690	121274
1129	47732	121232
1130	47773	121185
1131	47815	121143
1132	47856	121099
1133	47896	121050
1134	47936	121003
1135	47975	120953
1136	48015	120904
1137	48056	120859
1138	48098	120815
1139	48135	120761
1140	48175	120713
1141	48215	120664
1142	48258	120625
1143	48298	120577
1144	48339	120532
1145	48380	120487
1146	48420	120439
1147	48462	120396
1148	48505	120356
1149	48552	120324
1150	48594	120282
1151	48634	120236
1152	48674	120187
1153	48715	120142
1154	48755	120094
1155	48796	120050
1156	48838	120007
1157	48881	119966
1158	48922	119921
1159	48965	119880
1160	49007	119837
1161	49050	119797
1162	49089	119749
1163	49128	119698
1164	49170	119654
1165	49213	119615
1166	49258	119579
1167	49298	119531
1168	49338	119484
1169	49379	119438
1170	49421	119396
1171	49464	119356
1172	49506	119314
1173	49546	119266
1174	49574	119189
1175	49611	119134
1176	49650	119085
1177	49694	119048
1178	49734	119000
1179	49777	118959
1180	49818	118915
1181	49860	118872
1182	49901	118827
1183	49943	118783
1184	49983	118736
1185	50029	118704
1186	50069	118657
1187	50107	118605
1188	50153	118571
1189	50194	118526
1190	50236	118483
1191	50278	118441
1192	50319	118395
1193	50361	118352
1194	50405	118316
1195	50449	118277
1196	50492	118237
1197	50537	118201
1198	50578	118157
1199	50622	118118
1200	50662	118070
1201	50708	118038
1202	50755	118006
1203	50810	117994
1204	50851	117949
1205	50893	117907
1206	50936	117868
1207	50979	117826
1208	51022	117787
1209	51064	117743
1210	51106	117700
1211	51150	117662
1212	51193	117622
1213	51239	117588
1214	51285	117554
1215	51327	117513
1216	51373	117478
1217	51418	117444
1218	51464	117409
1219	51523	117405
1220	51568	117370
1221	51611	117329
1222	51654	117288
1223	51701	117258
1224	51747	117223
1225	51793	117189
1226	51839	117156
1227	51884	117119
1228	51932	117090
1229	51977	117054
1230	52021	117016
1231	52061	116969
1232	52104	116928
1233	52146	116885
1234	52188	116842
1235	52231	116802
1236	52273	116759
1237	52315	116717
1238	52356	116672
1239	52408	116651
1240	52452	116612
1241	52493	116568
1242	52532	116519
1243	52575	116477
1244	52618	116437
1245	52658	116389
1246	52701	116348
1247	52743	116305
1248	52785	116263
1249	52828	116222
1250	52867	116173
1251	52910	116131
1252	52951	116088
1253	52994	116045
1254	53036	116003
1255	53075	115955
1256	53116	115909
1257	53155	115861
1258	53198	115819
1259	53240	115776
1260	53280	115729
1261	53321	115683
1262	53361	115637
1263	53404	115596
1264	53446	115555
1265	53485	115505
1266	53526	115461
1267	53567	115415
1268	53609	115372
1269	53651	115329
1270	53693	115286
1271	53732	115237
1272	53774	115194
1273	53820	115159
1274	53862	115118
1275	53904	115075
1276	53944	115028
1277	53984	114981
1278	54023	114932
1279	54064	114886
1280	54104	114839
1281	54144	114792
1282	54178	114733
1283	54217	114685
1284	54261	114645
1285	54304	114605
1286	54344	114558
1287	54388	114520
1288	54432	114480
1289	54476	114443
1290	54520	114403
1291	54561	114359
1292	54601	114313
1293	54642	114267
1294	54671	114197
1295	54710	114148
1296	54752	114107
1297	54796	114067
1298	54838	114024
1299	54883	113988
1300	54924	113944
1301	54966	113900
1302	55008	113857
1303	55047	113810
1304	55088	113766
1305	55130	113721
1306	55178	113691
1307	55221	113651
1308	55263	113607
1309	55304	113564
1310	55345	113520
1311	55387	113477
1312	55430	113436
1313	55474	113397
1314	55517	113358
1315	55560	113316
1316	55602	113274
1317	55647	113237
1318	55688	113193
1319	55732	113153
1320	55777	113117
1321	55820	113076
1322	55861	113032
1323	55901	112985
1324	55938	112932
1325	55978	112886
1326	56021	112844
1327	56062	112799
1328	56102	112753
1329	56145	112713
1330	56186	112669
1331	56228	112626
1332	56269	112580
1333	56306	112529
1334	56345	112480
1335	56387	112437
1336	56432	112399
1337	56473	112355
1338	56515	112313
1339	56560	112277
1340	56600	112230
1341	56641	112186
1342	56681	112138
1343	56723	112096
1344	56765	112054
1345	56813	112023
1346	56843	111955
1347	56883	111910
1348	56927	111872
1349	56972	111835
1350	57021	111806
1351	57069	111774
1352	57112	111734
1353	57156	111696
1354	57202	111661
1355	57250	111630
1356	57295	111593
1357	57342	111560
1358	57389	111527
1359	57439	111500
1360	57482	111460
1361	57525	111418
1362	57568	111378
1363	57610	111334
1364	57649	111286
1365	57688	111237
1366	57727	111190
1367	57770	111149
1368	57809	111100
1369	57849	111054
1370	57892	111014
1371	57934	110970
1372	57976	110928
1373	58017	110883
1374	58057	110837
1375	58098	110792
1376	58138	110746
1377	58180	110703
1378	58222	110660
1379	58263	110616
1380	58305	110573
1381	58349	110534
1382	58390	110489
1383	58432	110447
1384	58472	110401
1385	58501	110333
1386	58538	110281
1387	58583	110244
1388	58624	110199
1389	58652	110131
1390	58691	110083
1391	58728	110032
1392	58778	110003
1393	58821	109962
1394	58862	109918
1395	58904	109875
1396	58943	109828
1397	58985	109784
1398	59027	109742
1399	59069	109700
1400	59110	109656
1401	59161	109630
1402	59210	109600
1403	59256	109565
1404	59299	109523
1405	59339	109479
1406	59378	109430
1407	59419	109385
1408	59462	109345
1409	59501	109297
1410	59545	109257
1411	59587	109216
1412	59629	109172
1413	59671	109130
1414	59716	109093
1415	59780	109091
1416	59825	109053
1417	59870	109016
1418	59917	108982
1419	59964	108950
1420	60007	108908
1421	60052	108871
1422	60101	108841
1423	60147	108806
1424	60192	108769
1425	60242	108740
1426	60292	108711
1427	60338	108676
1428	60382	108637
1429	60426	108598
1430	60474	108566
1431	60516	108523
1432	60555	108476
1433	60598	108435
1434	60641	108393
1435	60683	108350
1436	60724	108306
1437	60766	108264
1438	60811	108226
1439	60854	108185
1440	60896	108142
1441	60940	108103
1442	60980	108058
1443	61021	108013
1444	61063	107970
1445	61106	107929
1446	61148	107886
1447	61192	107846
1448	61231	107799
1449	61282	107771
1450	61323	107727
1451	61364	107683
1452	61404	107636
1453	61444	107590
1454	61488	107552
1455	61548	107541
1456	61592	107501
1457	61634	107458
1458	61676	107416
1459	61718	107373
1460	61759	107328
1461	61800	107283
1462	61842	107241
1463	61885	107200
1464	61927	107158
1465	61969	107115
1466	62009	107068
1467	62050	107023
1468	62092	106982
1469	62132	106935
1470	62175	106893
1471	62214	106847
1472	62256	106803
1473	62295	106756
1474	62337	106713
1475	62379	106670
1476	62420	106626
1477	62463	106585
1478	62507	106545
1479	62548	106501
1480	62590	106459
1481	62635	106420
1482	62675	106374
1483	62715	106329
1484	62757	106286
1485	62799	106242
1486	62838	106196
1487	62882	106157
1488	62925	106115
1489	62967	106072
1490	63010	106032
1491	63052	105989
1492	63094	105945
1493	63135	105902
1494	63179	105863
1495	63223	105823
1496	63266	105782
1497	63307	105738
1498	63350	105696
1499	63393	105655
1500	63434	105612
1501	63475	105566
1502	63517	105524
1503	63558	105480
1504	63600	105437
1505	63641	105392
1506	63681	105347
